movieid,name,genres_general,genres
"107953","Dragon Ball Z: Battle of Gods (2013)","Action|Animation|Fantasy|IMAX","IMAX"
"107962","Freezer (2014)","Action|Thriller","Action"
"107962","Freezer (2014)","Action|Thriller","Thriller"
"107997","We Are What We Are (2013)","Drama|Horror|Mystery|Thriller","Drama"
"107997","We Are What We Are (2013)","Drama|Horror|Mystery|Thriller","Horror"
"107997","We Are What We Are (2013)","Drama|Horror|Mystery|Thriller","Mystery"
"107997","We Are What We Are (2013)","Drama|Horror|Mystery|Thriller","Thriller"
"107999","Dragon ball Z 04: Lord Slug (1991)","Animation|Children","Animation"
"107999","Dragon ball Z 04: Lord Slug (1991)","Animation|Children","Children"
"108078","Chinese Puzzle (Casse-tête chinois) (2013)","Comedy|Romance","Comedy"
"108078","Chinese Puzzle (Casse-tête chinois) (2013)","Comedy|Romance","Romance"
"108090","Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996)","Action|Adventure|Animation|Children","Action"
"108090","Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996)","Action|Adventure|Animation|Children","Adventure"
"108090","Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996)","Action|Adventure|Animation|Children","Animation"
"108090","Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996)","Action|Adventure|Animation|Children","Children"
"108156","Ride Along (2014)","Action|Comedy","Action"
"108156","Ride Along (2014)","Action|Comedy","Comedy"
"108188","Jack Ryan: Shadow Recruit (2014)","Action|Drama|Thriller|IMAX","Action"
"108188","Jack Ryan: Shadow Recruit (2014)","Action|Drama|Thriller|IMAX","Drama"
"108188","Jack Ryan: Shadow Recruit (2014)","Action|Drama|Thriller|IMAX","IMAX"
"108188","Jack Ryan: Shadow Recruit (2014)","Action|Drama|Thriller|IMAX","Thriller"
"108190","Divergent (2014)","Adventure|Romance|Sci-Fi|IMAX","Adventure"
"108190","Divergent (2014)","Adventure|Romance|Sci-Fi|IMAX","IMAX"
"108190","Divergent (2014)","Adventure|Romance|Sci-Fi|IMAX","Romance"
"108190","Divergent (2014)","Adventure|Romance|Sci-Fi|IMAX","Sci-Fi"
"108192","Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007)","Drama","Drama"
"108540","Ernest & Célestine (Ernest et Célestine) (2012)","Adventure|Animation|Children|Comedy|Drama|Romance","Adventure"
"108540","Ernest & Célestine (Ernest et Célestine) (2012)","Adventure|Animation|Children|Comedy|Drama|Romance","Animation"
"108540","Ernest & Célestine (Ernest et Célestine) (2012)","Adventure|Animation|Children|Comedy|Drama|Romance","Children"
"108540","Ernest & Célestine (Ernest et Célestine) (2012)","Adventure|Animation|Children|Comedy|Drama|Romance","Comedy"
"108540","Ernest & Célestine (Ernest et Célestine) (2012)","Adventure|Animation|Children|Comedy|Drama|Romance","Drama"
"108540","Ernest & Célestine (Ernest et Célestine) (2012)","Adventure|Animation|Children|Comedy|Drama|Romance","Romance"
"108601","Drift (2013)","Drama","Drama"
"108689","I, Frankenstein (2014)","Action|Fantasy|Sci-Fi|IMAX","Action"
"108689","I, Frankenstein (2014)","Action|Fantasy|Sci-Fi|IMAX","Fantasy"
"108689","I, Frankenstein (2014)","Action|Fantasy|Sci-Fi|IMAX","IMAX"
"108689","I, Frankenstein (2014)","Action|Fantasy|Sci-Fi|IMAX","Sci-Fi"
"108715","Better Living Through Chemistry (2014)","Comedy|Drama","Comedy"
"108715","Better Living Through Chemistry (2014)","Comedy|Drama","Drama"
"108727","Nymphomaniac: Volume I (2013)","Drama","Drama"
"108729","Enemy (2013)","Mystery|Thriller","Mystery"
"108729","Enemy (2013)","Mystery|Thriller","Thriller"
"108795","Wonder Woman (2009)","Action|Adventure|Animation|Fantasy","Action"
"108795","Wonder Woman (2009)","Action|Adventure|Animation|Fantasy","Adventure"
"108795","Wonder Woman (2009)","Action|Adventure|Animation|Fantasy","Animation"
"108795","Wonder Woman (2009)","Action|Adventure|Animation|Fantasy","Fantasy"
"108928","Monuments Men, The (2014)","Action|Drama|War","Action"
"108928","Monuments Men, The (2014)","Action|Drama|War","Drama"
"108928","Monuments Men, The (2014)","Action|Drama|War","War"
"108932","The Lego Movie (2014)","Action|Adventure|Animation|Children|Comedy|Fantasy","Action"
"108932","The Lego Movie (2014)","Action|Adventure|Animation|Children|Comedy|Fantasy","Adventure"
"108932","The Lego Movie (2014)","Action|Adventure|Animation|Children|Comedy|Fantasy","Animation"
"108932","The Lego Movie (2014)","Action|Adventure|Animation|Children|Comedy|Fantasy","Children"
"108932","The Lego Movie (2014)","Action|Adventure|Animation|Children|Comedy|Fantasy","Comedy"
"108932","The Lego Movie (2014)","Action|Adventure|Animation|Children|Comedy|Fantasy","Fantasy"
"108945","RoboCop (2014)","Action|Crime|Sci-Fi|IMAX","Action"
"108945","RoboCop (2014)","Action|Crime|Sci-Fi|IMAX","Crime"
"108945","RoboCop (2014)","Action|Crime|Sci-Fi|IMAX","IMAX"
"108945","RoboCop (2014)","Action|Crime|Sci-Fi|IMAX","Sci-Fi"
"108949","Art of the Steal, The (2013)","Crime","Crime"
"108981","Nymphomaniac: Volume II (2013)","Drama|Mystery","Drama"
"108981","Nymphomaniac: Volume II (2013)","Drama|Mystery","Mystery"
"109042","Knights of Badassdom (2013)","Adventure|Comedy|Fantasy","Adventure"
"109042","Knights of Badassdom (2013)","Adventure|Comedy|Fantasy","Comedy"
"109042","Knights of Badassdom (2013)","Adventure|Comedy|Fantasy","Fantasy"
"109161","Venus in Fur (La Vénus à la fourrure) (2013)","Drama","Drama"
"109183","Date and Switch (2014)","Comedy","Comedy"
"109187","Zero Theorem, The (2013)","Drama|Fantasy|Sci-Fi","Drama"
"109187","Zero Theorem, The (2013)","Drama|Fantasy|Sci-Fi","Fantasy"
"109187","Zero Theorem, The (2013)","Drama|Fantasy|Sci-Fi","Sci-Fi"
"109191","Winter's Tale (2014)","Drama|Fantasy|Mystery","Drama"
"109191","Winter's Tale (2014)","Drama|Fantasy|Mystery","Fantasy"
"109191","Winter's Tale (2014)","Drama|Fantasy|Mystery","Mystery"
"109241","On the Other Side of the Tracks (De l'autre côté du périph) (2012)","Action|Comedy|Crime","Action"
"109241","On the Other Side of the Tracks (De l'autre côté du périph) (2012)","Action|Comedy|Crime","Comedy"
"109241","On the Other Side of the Tracks (De l'autre côté du périph) (2012)","Action|Comedy|Crime","Crime"
"109282","GLOW: The Story of the Gorgeous Ladies of Wrestling (2012)","Documentary","Documentary"
"109295","Cold Comes the Night (2013)","Crime|Drama|Thriller","Crime"
"109295","Cold Comes the Night (2013)","Crime|Drama|Thriller","Drama"
"109295","Cold Comes the Night (2013)","Crime|Drama|Thriller","Thriller"
"109313","Chouchou (2003)","Comedy","Comedy"
"109317","Someone Marry Barry (2014)","Comedy","Comedy"
"109372","About Last Night (2014)","Comedy|Romance","Comedy"
"109372","About Last Night (2014)","Comedy|Romance","Romance"
"109374","Grand Budapest Hotel, The (2014)","Comedy|Drama","Comedy"
"109374","Grand Budapest Hotel, The (2014)","Comedy|Drama","Drama"
"109383","Oversimplification of Her Beauty, An (2012)","Animation|Comedy|Drama|Romance","Animation"
"109383","Oversimplification of Her Beauty, An (2012)","Animation|Comedy|Drama|Romance","Comedy"
"109383","Oversimplification of Her Beauty, An (2012)","Animation|Comedy|Drama|Romance","Drama"
"109383","Oversimplification of Her Beauty, An (2012)","Animation|Comedy|Drama|Romance","Romance"
"109416","Bring It On: Fight to the Finish (2009)","Comedy","Comedy"
"109483","That Awkward Moment (2014)","Comedy|Romance","Comedy"
"109483","That Awkward Moment (2014)","Comedy|Romance","Romance"
"109487","Interstellar (2014)","Sci-Fi|IMAX","IMAX"
"109487","Interstellar (2014)","Sci-Fi|IMAX","Sci-Fi"
"109569","3 Days to Kill (2014)","Action|Crime|Drama","Action"
"109569","3 Days to Kill (2014)","Action|Crime|Drama","Crime"
"109569","3 Days to Kill (2014)","Action|Crime|Drama","Drama"
"109576","Welcome to the Jungle (2013)","Comedy","Comedy"
"109578","Non-Stop (2014)","Action|Mystery|Thriller","Action"
"109578","Non-Stop (2014)","Action|Mystery|Thriller","Mystery"
"109578","Non-Stop (2014)","Action|Mystery|Thriller","Thriller"
"109596","Wrinkles (Arrugas) (2011)","Animation|Drama","Animation"
"109596","Wrinkles (Arrugas) (2011)","Animation|Drama","Drama"
"109633","Garden of Words, The (Koto no ha no niwa) (2013)","Animation|Romance","Animation"
"109633","Garden of Words, The (Koto no ha no niwa) (2013)","Animation|Romance","Romance"
"109673","300: Rise of an Empire (2014)","Action|Drama|War|IMAX","Action"
"109673","300: Rise of an Empire (2014)","Action|Drama|War|IMAX","Drama"
"109673","300: Rise of an Empire (2014)","Action|Drama|War|IMAX","IMAX"
"109673","300: Rise of an Empire (2014)","Action|Drama|War|IMAX","War"
"109687","Particle Fever (2013)","Documentary","Documentary"
"109723","Bag Man, The (2014)","Crime|Drama|Thriller","Crime"
"109723","Bag Man, The (2014)","Crime|Drama|Thriller","Drama"
"109723","Bag Man, The (2014)","Crime|Drama|Thriller","Thriller"
"109846","Mr. Peabody & Sherman (2014)","Adventure|Animation|Comedy","Adventure"
"109846","Mr. Peabody & Sherman (2014)","Adventure|Animation|Comedy","Animation"
"109846","Mr. Peabody & Sherman (2014)","Adventure|Animation|Comedy","Comedy"
"109848","Under the Skin (2013)","Horror|Sci-Fi|Thriller","Horror"
"109848","Under the Skin (2013)","Horror|Sci-Fi|Thriller","Sci-Fi"
"109848","Under the Skin (2013)","Horror|Sci-Fi|Thriller","Thriller"
"109850","Need for Speed (2014)","Action|Crime|Drama|IMAX","Action"
"109850","Need for Speed (2014)","Action|Crime|Drama|IMAX","Crime"
"109850","Need for Speed (2014)","Action|Crime|Drama|IMAX","Drama"
"109850","Need for Speed (2014)","Action|Crime|Drama|IMAX","IMAX"
"109853","Barefoot (2014)","Comedy|Drama|Romance","Comedy"
"109853","Barefoot (2014)","Comedy|Drama|Romance","Drama"
"109853","Barefoot (2014)","Comedy|Drama|Romance","Romance"
"109864","Veronica Mars (2014)","Comedy|Crime|Drama","Comedy"
"109864","Veronica Mars (2014)","Comedy|Crime|Drama","Crime"
"109864","Veronica Mars (2014)","Comedy|Crime|Drama","Drama"
"109895","Bad Words (2013)","Comedy","Comedy"
"109897","Son of God (2014)","Drama","Drama"
"109941","Puss in Boots: The Three Diablos (2012)","Animation|Comedy","Animation"
"109941","Puss in Boots: The Three Diablos (2012)","Animation|Comedy","Comedy"
"109968","Why Don't You Play In Hell? (Jigoku de naze warui) (2013)","Action|Drama","Action"
"109968","Why Don't You Play In Hell? (Jigoku de naze warui) (2013)","Action|Drama","Drama"
"109971","Ocho apellidos vascos (2014)","Comedy","Comedy"
"110102","Captain America: The Winter Soldier (2014)","Action|Adventure|Sci-Fi|IMAX","Action"
"110102","Captain America: The Winter Soldier (2014)","Action|Adventure|Sci-Fi|IMAX","Adventure"
"110102","Captain America: The Winter Soldier (2014)","Action|Adventure|Sci-Fi|IMAX","IMAX"
"110102","Captain America: The Winter Soldier (2014)","Action|Adventure|Sci-Fi|IMAX","Sci-Fi"
"110127","Noah (2014)","Adventure|Drama|IMAX","Adventure"
"110127","Noah (2014)","Adventure|Drama|IMAX","Drama"
"110127","Noah (2014)","Adventure|Drama|IMAX","IMAX"
"110130","Nut Job, The (2014)","Adventure|Animation|Children|Comedy","Adventure"
"110130","Nut Job, The (2014)","Adventure|Animation|Children|Comedy","Animation"
"110130","Nut Job, The (2014)","Adventure|Animation|Children|Comedy","Children"
"110130","Nut Job, The (2014)","Adventure|Animation|Children|Comedy","Comedy"
"110281","King of Comedy (Hei kek ji wong) (1999)","Comedy|Drama|Romance","Comedy"
"110281","King of Comedy (Hei kek ji wong) (1999)","Comedy|Drama|Romance","Drama"
"110281","King of Comedy (Hei kek ji wong) (1999)","Comedy|Drama|Romance","Romance"
"110286","13 Sins (2014)","Horror|Thriller","Horror"
"110286","13 Sins (2014)","Horror|Thriller","Thriller"
"110297","Muppets Most Wanted (2014)","Adventure|Comedy|Crime","Adventure"
"110297","Muppets Most Wanted (2014)","Adventure|Comedy|Crime","Comedy"
"110297","Muppets Most Wanted (2014)","Adventure|Comedy|Crime","Crime"
"110330","Me and you (io e te) (2012)","Drama","Drama"
"110350","Free to Play (2014)","Documentary","Documentary"
"110387","Unknown Known, The (2013)","Documentary","Documentary"
"110501","The Raid 2: Berandal (2014)","Action|Crime|Thriller","Action"
"110501","The Raid 2: Berandal (2014)","Action|Crime|Thriller","Crime"
"110501","The Raid 2: Berandal (2014)","Action|Crime|Thriller","Thriller"
"110541","Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)","Action|Comedy","Action"
"110541","Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)","Action|Comedy","Comedy"
"110553","The Amazing Spider-Man 2 (2014)","Action|Sci-Fi|IMAX","Action"
"110553","The Amazing Spider-Man 2 (2014)","Action|Sci-Fi|IMAX","IMAX"
"110553","The Amazing Spider-Man 2 (2014)","Action|Sci-Fi|IMAX","Sci-Fi"
"110586","Calvary (2014)","Comedy|Drama","Comedy"
"110586","Calvary (2014)","Comedy|Drama","Drama"
"110591","Oculus (2013)","Horror","Horror"
"110603","God's Not Dead (2014)","Drama","Drama"
"110611","Cold in July (2014)","Drama|Thriller","Drama"
"110611","Cold in July (2014)","Drama|Thriller","Thriller"
"110655","Rio 2 (2014)","Adventure|Animation|Children|Comedy","Adventure"
"110655","Rio 2 (2014)","Adventure|Animation|Children|Comedy","Animation"
"110655","Rio 2 (2014)","Adventure|Animation|Children|Comedy","Children"
"110655","Rio 2 (2014)","Adventure|Animation|Children|Comedy","Comedy"
"110669","Honest Liar, An (2014)","Comedy|Documentary","Comedy"
"110669","Honest Liar, An (2014)","Comedy|Documentary","Documentary"
"110718","Fading Gigolo (2013)","Comedy","Comedy"
"110730","Transcendence (2014)","Drama|Sci-Fi|IMAX","Drama"
"110730","Transcendence (2014)","Drama|Sci-Fi|IMAX","IMAX"
"110730","Transcendence (2014)","Drama|Sci-Fi|IMAX","Sci-Fi"
"110746","Hatchet III (2013)","Comedy|Horror","Comedy"
"110746","Hatchet III (2013)","Comedy|Horror","Horror"
"110771","Other Woman, The (2014)","Comedy|Romance","Comedy"
"110771","Other Woman, The (2014)","Comedy|Romance","Romance"
"110773","Haunted House 2, A (2014)","Comedy|Horror","Comedy"
"110773","Haunted House 2, A (2014)","Comedy|Horror","Horror"
"110781","Mulan II (2004)","Action|Animation|Children|Comedy|Musical","Action"
"110781","Mulan II (2004)","Action|Animation|Children|Comedy|Musical","Animation"
"110781","Mulan II (2004)","Action|Animation|Children|Comedy|Musical","Children"
"110781","Mulan II (2004)","Action|Animation|Children|Comedy|Musical","Comedy"
"110781","Mulan II (2004)","Action|Animation|Children|Comedy|Musical","Musical"
"110826","Brick Mansions (2014)","Action|Crime|Drama","Action"
"110826","Brick Mansions (2014)","Action|Crime|Drama","Crime"
"110826","Brick Mansions (2014)","Action|Crime|Drama","Drama"
"110882","Locke (2013)","Drama","Drama"
"111113","Neighbors (2014)","Comedy","Comedy"
"111146","Alpha and Omega 3: The Great Wolf Games (2014)","Action|Adventure|Animation|Children|Comedy","Action"
"111146","Alpha and Omega 3: The Great Wolf Games (2014)","Action|Adventure|Animation|Children|Comedy","Adventure"
"111146","Alpha and Omega 3: The Great Wolf Games (2014)","Action|Adventure|Animation|Children|Comedy","Animation"
"111146","Alpha and Omega 3: The Great Wolf Games (2014)","Action|Adventure|Animation|Children|Comedy","Children"
"111146","Alpha and Omega 3: The Great Wolf Games (2014)","Action|Adventure|Animation|Children|Comedy","Comedy"
"111320","Mom's Night Out (2014)","Comedy","Comedy"
"111360","Lucy (2014)","Action|Sci-Fi","Action"
"111360","Lucy (2014)","Action|Sci-Fi","Sci-Fi"
"111362","X-Men: Days of Future Past (2014)","Action|Adventure|Sci-Fi","Action"
"111362","X-Men: Days of Future Past (2014)","Action|Adventure|Sci-Fi","Adventure"
"111362","X-Men: Days of Future Past (2014)","Action|Adventure|Sci-Fi","Sci-Fi"
"111364","Godzilla (2014)","Action|Adventure|Sci-Fi|IMAX","Action"
"111364","Godzilla (2014)","Action|Adventure|Sci-Fi|IMAX","Adventure"
"111364","Godzilla (2014)","Action|Adventure|Sci-Fi|IMAX","IMAX"
"111364","Godzilla (2014)","Action|Adventure|Sci-Fi|IMAX","Sci-Fi"
"111375","Walk of Shame (2014)","Comedy","Comedy"
"111384","Blue Ruin (2013)","Thriller","Thriller"
"111443","Chef (2014)","Comedy","Comedy"
"111551","Afflicted (2013)","Horror|Sci-Fi|Thriller","Horror"
"111551","Afflicted (2013)","Horror|Sci-Fi|Thriller","Sci-Fi"
"111551","Afflicted (2013)","Horror|Sci-Fi|Thriller","Thriller"
"111617","Blended (2014)","Comedy","Comedy"
"111622","Begin Again (2013)","Comedy|Romance","Comedy"
"111622","Begin Again (2013)","Comedy|Romance","Romance"
"111659","Maleficent (2014)","Action|Adventure|Children|IMAX","Action"
"111659","Maleficent (2014)","Action|Adventure|Children|IMAX","Adventure"
"111659","Maleficent (2014)","Action|Adventure|Children|IMAX","Children"
"111659","Maleficent (2014)","Action|Adventure|Children|IMAX","IMAX"
"111663","Zombeavers (2014)","Action|Comedy|Horror","Action"
"111663","Zombeavers (2014)","Action|Comedy|Horror","Comedy"
"111663","Zombeavers (2014)","Action|Comedy|Horror","Horror"
"111680","At Middleton (2013)","Comedy|Romance","Comedy"
"111680","At Middleton (2013)","Comedy|Romance","Romance"
"111732","Dance of Reality, The (Danza de la realidad, La) (2013)","Drama|Fantasy","Drama"
"111732","Dance of Reality, The (Danza de la realidad, La) (2013)","Drama|Fantasy","Fantasy"
"111743","A Million Ways to Die in the West (2014)","Comedy|Western","Comedy"
"111743","A Million Ways to Die in the West (2014)","Comedy|Western","Western"
"111759","Edge of Tomorrow (2014)","Action|Sci-Fi|IMAX","Action"
"111759","Edge of Tomorrow (2014)","Action|Sci-Fi|IMAX","IMAX"
"111759","Edge of Tomorrow (2014)","Action|Sci-Fi|IMAX","Sci-Fi"
"111781","Mission: Impossible - Rogue Nation (2015)","Action|Adventure|Thriller","Action"
"111781","Mission: Impossible - Rogue Nation (2015)","Action|Adventure|Thriller","Adventure"
"111781","Mission: Impossible - Rogue Nation (2015)","Action|Adventure|Thriller","Thriller"
"111785","Midnight Chronicles (2009)","Action|Adventure|Fantasy","Action"
"111785","Midnight Chronicles (2009)","Action|Adventure|Fantasy","Adventure"
"111785","Midnight Chronicles (2009)","Action|Adventure|Fantasy","Fantasy"
"111795","Million Dollar Arm (2014)","Comedy|Drama","Comedy"
"111795","Million Dollar Arm (2014)","Comedy|Drama","Drama"
"111800","G.B.F. (2013)","Comedy","Comedy"
"111817","Jimi: All Is by My Side (2013)","Drama","Drama"
"111844","Bad Asses (Bad Ass 2) (2014)","Action|Drama","Action"
"111844","Bad Asses (Bad Ass 2) (2014)","Action|Drama","Drama"
"111913","Lilting (2014)","Drama","Drama"
"111921","The Fault in Our Stars (2014)","Drama|Romance","Drama"
"111921","The Fault in Our Stars (2014)","Drama|Romance","Romance"
"112006","Tangled Ever After (2012)","Action|Animation|Children","Action"
"112006","Tangled Ever After (2012)","Action|Animation|Children","Animation"
"112006","Tangled Ever After (2012)","Action|Animation|Children","Children"
"112070","Maps to the Stars (2014)","Drama","Drama"
"112138","22 Jump Street (2014)","Action|Comedy|Crime","Action"
"112138","22 Jump Street (2014)","Action|Comedy|Crime","Comedy"
"112138","22 Jump Street (2014)","Action|Comedy|Crime","Crime"
"112171","Equalizer, The (2014)","Action|Crime|Thriller","Action"
"112171","Equalizer, The (2014)","Action|Crime|Thriller","Crime"
"112171","Equalizer, The (2014)","Action|Crime|Thriller","Thriller"
"112175","How to Train Your Dragon 2 (2014)","Action|Adventure|Animation","Action"
"112175","How to Train Your Dragon 2 (2014)","Action|Adventure|Animation","Adventure"
"112175","How to Train Your Dragon 2 (2014)","Action|Adventure|Animation","Animation"
"112183","Birdman: Or (The Unexpected Virtue of Ignorance) (2014)","Comedy|Drama","Comedy"
"112183","Birdman: Or (The Unexpected Virtue of Ignorance) (2014)","Comedy|Drama","Drama"
"112290","Boyhood (2014)","Drama","Drama"
"112303","Think Like a Man Too (2014)","Comedy|Romance","Comedy"
"112303","Think Like a Man Too (2014)","Comedy|Romance","Romance"
"112316","Jersey Boys (2014)","Drama|Musical","Drama"
"112316","Jersey Boys (2014)","Drama|Musical","Musical"
"112326","Nick Fury: Agent of S.H.I.E.L.D. (1998)","Action|Sci-Fi","Action"
"112326","Nick Fury: Agent of S.H.I.E.L.D. (1998)","Action|Sci-Fi","Sci-Fi"
"112334","Internet's Own Boy: The Story of Aaron Swartz, The (2014)","Documentary","Documentary"
"112370","Transformers: Age of Extinction (2014)","Action|Adventure|Sci-Fi","Action"
"112370","Transformers: Age of Extinction (2014)","Action|Adventure|Sci-Fi","Adventure"
"112370","Transformers: Age of Extinction (2014)","Action|Adventure|Sci-Fi","Sci-Fi"
"112421","Frank (2014)","Comedy|Drama|Mystery","Comedy"
"112421","Frank (2014)","Comedy|Drama|Mystery","Drama"
"112421","Frank (2014)","Comedy|Drama|Mystery","Mystery"
"112450","They Came Together (2014)","Comedy|Romance","Comedy"
"112450","They Came Together (2014)","Comedy|Romance","Romance"
"112454","Honey (Miele) (2013)","Drama","Drama"
"112460","Planes: Fire & Rescue (2014)","Adventure|Animation|Comedy","Adventure"
"112460","Planes: Fire & Rescue (2014)","Adventure|Animation|Comedy","Animation"
"112460","Planes: Fire & Rescue (2014)","Adventure|Animation|Comedy","Comedy"
"112497","Tammy (2014)","Comedy","Comedy"
"112512","Colourful (Karafuru) (2010)","Animation|Drama|Fantasy|Mystery","Animation"
"112512","Colourful (Karafuru) (2010)","Animation|Drama|Fantasy|Mystery","Drama"
"112512","Colourful (Karafuru) (2010)","Animation|Drama|Fantasy|Mystery","Fantasy"
"112512","Colourful (Karafuru) (2010)","Animation|Drama|Fantasy|Mystery","Mystery"
"112515","Babadook, The (2014)","Drama|Horror|Thriller","Drama"
"112515","Babadook, The (2014)","Drama|Horror|Thriller","Horror"
"112515","Babadook, The (2014)","Drama|Horror|Thriller","Thriller"
"112552","Whiplash (2014)","Drama","Drama"
"112556","Gone Girl (2014)","Drama|Thriller","Drama"
"112556","Gone Girl (2014)","Drama|Thriller","Thriller"
"112580","Angriest Man in Brooklyn, The (2014)","Comedy|Drama","Comedy"
"112580","Angriest Man in Brooklyn, The (2014)","Comedy|Drama","Drama"
"112623","Dawn of the Planet of the Apes (2014)","Sci-Fi","Sci-Fi"
"112727","Deliver Us from Evil (2014)","Crime|Horror|Thriller","Crime"
"112727","Deliver Us from Evil (2014)","Crime|Horror|Thriller","Horror"
"112727","Deliver Us from Evil (2014)","Crime|Horror|Thriller","Thriller"
"112749","And So It Goes (2014)","Comedy|Drama|Romance","Comedy"
"112749","And So It Goes (2014)","Comedy|Drama|Romance","Drama"
"112749","And So It Goes (2014)","Comedy|Drama|Romance","Romance"
"112788","Sex Tape (2014)","Comedy","Comedy"
"112804","I Origins (2014)","Drama|Sci-Fi","Drama"
"112804","I Origins (2014)","Drama|Sci-Fi","Sci-Fi"
"112818","Purge: Anarchy, The (2014)","Action|Horror|Thriller","Action"
"112818","Purge: Anarchy, The (2014)","Action|Horror|Thriller","Horror"
"112818","Purge: Anarchy, The (2014)","Action|Horror|Thriller","Thriller"
"112852","Guardians of the Galaxy (2014)","Action|Adventure|Sci-Fi","Action"
"112852","Guardians of the Galaxy (2014)","Action|Adventure|Sci-Fi","Adventure"
"112852","Guardians of the Galaxy (2014)","Action|Adventure|Sci-Fi","Sci-Fi"
"112868","Signal, The (2014)","Sci-Fi|Thriller","Sci-Fi"
"112868","Signal, The (2014)","Sci-Fi|Thriller","Thriller"
"112897","The Expendables 3 (2014)","Action|Adventure","Action"
"112897","The Expendables 3 (2014)","Action|Adventure","Adventure"
"112911","Hercules (2014)","Action|Adventure","Action"
"112911","Hercules (2014)","Action|Adventure","Adventure"
"112940","A Most Wanted Man (2014)","Thriller","Thriller"
"113159","Life After Beth (2014)","Comedy|Horror|Romance","Comedy"
"113159","Life After Beth (2014)","Comedy|Horror|Romance","Horror"
"113159","Life After Beth (2014)","Comedy|Horror|Romance","Romance"
"113186","Felony (2013)","Thriller","Thriller"
"113207","Get on Up (2014)","Drama|Musical","Drama"
"113207","Get on Up (2014)","Drama|Musical","Musical"
"113225","Magic in the Moonlight (2014)","Comedy|Drama|Romance","Comedy"
"113225","Magic in the Moonlight (2014)","Comedy|Drama|Romance","Drama"
"113225","Magic in the Moonlight (2014)","Comedy|Drama|Romance","Romance"
"113252","Housebound (2014)","Comedy|Horror|Thriller","Comedy"
"113252","Housebound (2014)","Comedy|Horror|Thriller","Horror"
"113252","Housebound (2014)","Comedy|Horror|Thriller","Thriller"
"113275","The Hundred-Foot Journey (2014)","Comedy|Drama","Comedy"
"113275","The Hundred-Foot Journey (2014)","Comedy|Drama","Drama"
"113278","Batman: Assault on Arkham (2014)","Action|Animation|Crime|Thriller","Action"
"113278","Batman: Assault on Arkham (2014)","Action|Animation|Crime|Thriller","Animation"
"113278","Batman: Assault on Arkham (2014)","Action|Animation|Crime|Thriller","Crime"
"113278","Batman: Assault on Arkham (2014)","Action|Animation|Crime|Thriller","Thriller"
"113280","White Frog (2012)","Drama","Drama"
"113313","Den, The (2013)","Horror|Thriller","Horror"
"113313","Den, The (2013)","Horror|Thriller","Thriller"
"113345","Jupiter Ascending (2015)","Action|Adventure|Sci-Fi","Action"
"113345","Jupiter Ascending (2015)","Action|Adventure|Sci-Fi","Adventure"
"113345","Jupiter Ascending (2015)","Action|Adventure|Sci-Fi","Sci-Fi"
"113348","Teenage Mutant Ninja Turtles (2014)","Action|Adventure|Comedy","Action"
"113348","Teenage Mutant Ninja Turtles (2014)","Action|Adventure|Comedy","Adventure"
"113348","Teenage Mutant Ninja Turtles (2014)","Action|Adventure|Comedy","Comedy"
"113350","I'll Follow You Down (2013)","Drama|Mystery|Sci-Fi","Drama"
"113350","I'll Follow You Down (2013)","Drama|Mystery|Sci-Fi","Mystery"
"113350","I'll Follow You Down (2013)","Drama|Mystery|Sci-Fi","Sci-Fi"
"113374","Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)","Animation|Comedy","Animation"
"113374","Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)","Animation|Comedy","Comedy"
"113378","Giver, The (2014)","Drama|Sci-Fi","Drama"
"113378","Giver, The (2014)","Drama|Sci-Fi","Sci-Fi"
"113394","Pretty One, The (2013)","Comedy|Drama","Comedy"
"113394","Pretty One, The (2013)","Comedy|Drama","Drama"
"113416","Revenge of the Green Dragons (2014)","Action|Crime|Drama","Action"
"113416","Revenge of the Green Dragons (2014)","Action|Crime|Drama","Crime"
"113416","Revenge of the Green Dragons (2014)","Action|Crime|Drama","Drama"
"113453","Let's Be Cops (2014)","Comedy|Crime","Comedy"
"113453","Let's Be Cops (2014)","Comedy|Crime","Crime"
"113532","Inbetweeners 2, The (2014)","Comedy","Comedy"
"113565","Sacrament, The (2013)","Horror|Thriller","Horror"
"113565","Sacrament, The (2013)","Horror|Thriller","Thriller"
"113573","Sin City: A Dame to Kill For (2014)","Action|Crime|Thriller","Action"
"113573","Sin City: A Dame to Kill For (2014)","Action|Crime|Thriller","Crime"
"113573","Sin City: A Dame to Kill For (2014)","Action|Crime|Thriller","Thriller"
"113604","If I Stay (2014)","Drama","Drama"
"113705","Two Days, One Night (Deux jours, une nuit) (2014)","Drama","Drama"
"113741","Coherence (2013)","Drama|Mystery|Sci-Fi|Thriller","Drama"
"113741","Coherence (2013)","Drama|Mystery|Sci-Fi|Thriller","Mystery"
